Nombre del grupo: PE16_TP5_G05.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   13,41%
Control               C4. Da sugerencia u orientación           4%        11%                    9,61%
Evaluación            C5. Da opiniones                         21%        40%                   11,11%
Comunicación          C6. Da información                       14%        30%                   23,62%
Comunicación          C7. Pide información                      2%        11%                    4,70%
Evaluación            C8. Pide opinión                          1%         9%                    4,50%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,90%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,70%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    2,40%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_TP3_G08.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   20,91%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    2,54%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   15,10%
Control               C4. Da sugerencia u orientación           4%        11%                   10,57%
Evaluación            C5. Da opiniones                         21%        40%                   11,05%
Comunicación          C6. Da información                       14%        30%                   27,19%
Comunicación          C7. Pide información                      2%        11%                    3,34%
Evaluación            C8. Pide opinión                          1%         9%                    6,92%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,64%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,56%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    1,19%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_TP3_G01.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   17,99%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    4,50%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   10,59%
Control               C4. Da sugerencia u orientación           4%        11%                   10,98%
Evaluación            C5. Da opiniones                         21%        40%                    9,07%
Comunicación          C6. Da información                       14%        30%                   33,77%
Comunicación          C7. Pide información                      2%        11%                    4,95%
Evaluación            C8. Pide opinión                          1%         9%                    5,56%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,76%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,76%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    1,07%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_TP3_G06.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   18,31%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    5,75%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   14,54%
Control               C4. Da sugerencia u orientación           4%        11%                    8,62%
Evaluación            C5. Da opiniones                         21%        40%                   12,39%
Comunicación          C6. Da información                       14%        30%                   21,54%
Comunicación          C7. Pide información                      2%        11%                    3,95%
Evaluación            C8. Pide opinión                          1%         9%                    8,98%
Control               C9. Pide sugerencia u orientación         0%         5%                    1,62%
Decisión              C10. Muestra desacuerdo                   3%        13%                    1,08%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    3,23%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_TP3_G10.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   18,66%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    6,60%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   12,44%
Control               C4. Da sugerencia u orientación           4%        11%                   10,85%
Evaluación            C5. Da opiniones                         21%        40%                   12,29%
Comunicación          C6. Da información                       14%        30%                   24,28%
Comunicación          C7. Pide información                      2%        11%                    4,25%
Evaluación            C8. Pide opinión                          1%         9%                    7,06%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,91%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,91%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    1,75%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_TP3_G12.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   13,30%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    5,58%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   16,52%
Control               C4. Da sugerencia u orientación           4%        11%                   12,23%
Evaluación            C5. Da opiniones                         21%        40%                   14,38%
Comunicación          C6. Da información                       14%        30%                   21,67%
Comunicación          C7. Pide información                      2%        11%                    5,15%
Evaluación            C8. Pide opinión                          1%         9%                    7,30%
Control               C9. Pide sugerencia u orientación         0%         5%                    1,93%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,64%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    1,29%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_TP1_G05.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   19,35%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    3,58%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   16,85%
Control               C4. Da sugerencia u orientación           4%        11%                   12,90%
Evaluación            C5. Da opiniones                         21%        40%                   11,83%
Comunicación          C6. Da información                       14%        30%                   22,94%
Comunicación          C7. Pide información                      2%        11%                    5,73%
Evaluación            C8. Pide opinión                          1%         9%                    2,87%
Control               C9. Pide sugerencia u orientación         0%         5%                    1,08%
Decisión              C10. Muestra desacuerdo                   3%        13%                    1,79%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    1,08%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_TP1_G08.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   16,35%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    9,33%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   10,59%
Control               C4. Da sugerencia u orientación           4%        11%                   11,32%
Evaluación            C5. Da opiniones                         21%        40%                   12,79%
Comunicación          C6. Da información                       14%        30%                   21,28%
Comunicación          C7. Pide información                      2%        11%                    5,66%
Evaluación            C8. Pide opinión                          1%         9%                    7,97%
Control               C9. Pide sugerencia u orientación         0%         5%                    1,05%
Decisión              C10. Muestra desacuerdo                   3%        13%                    1,26%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    2,41%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_TP1_G02.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   14,90%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    2,92%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   14,07%
Control               C4. Da sugerencia u orientación           4%        11%                   14,35%
Evaluación            C5. Da opiniones                         21%        40%                   14,90%
Comunicación          C6. Da información                       14%        30%                   24,65%
Comunicación          C7. Pide información                      2%        11%                    7,24%
Evaluación            C8. Pide opinión                          1%         9%                    4,60%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,70%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,70%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,97%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_TP1_G07.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   15,90%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    8,77%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   15,16%
Control               C4. Da sugerencia u orientación           4%        11%                    9,36%
Evaluación            C5. Da opiniones                         21%        40%                    9,21%
Comunicación          C6. Da información                       14%        30%                   26,30%
Comunicación          C7. Pide información                      2%        11%                    6,39%
Evaluación            C8. Pide opinión                          1%         9%                    5,94%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,74%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,45%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    1,78%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_TP1_G04.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   15,79%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    3,41%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   12,23%
Control               C4. Da sugerencia u orientación           4%        11%                   12,38%
Evaluación            C5. Da opiniones                         21%        40%                   15,36%
Comunicación          C6. Da información                       14%        30%                   28,88%
Comunicación          C7. Pide información                      2%        11%                    4,41%
Evaluación            C8. Pide opinión                          1%         9%                    4,69%
Control               C9. Pide sugerencia u orientación         0%         5%                    1,00%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,28%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    1,56%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_TP1_G11.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   18,80%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    5,20%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   12,40%
Control               C4. Da sugerencia u orientación           4%        11%                    9,20%
Evaluación            C5. Da opiniones                         21%        40%                   12,00%
Comunicación          C6. Da información                       14%        30%                   24,40%
Comunicación          C7. Pide información                      2%        11%                    4,80%
Evaluación            C8. Pide opinión                          1%         9%                    8,80%
Control               C9. Pide sugerencia u orientación         0%         5%                    1,20%
Decisión              C10. Muestra desacuerdo                   3%        13%                    1,20%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    2,00%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_TP1_G12.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   18,58%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    8,72%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   12,39%
Control               C4. Da sugerencia u orientación           4%        11%                    9,63%
Evaluación            C5. Da opiniones                         21%        40%                   10,86%
Comunicación          C6. Da información                       14%        30%                   23,62%
Comunicación          C7. Pide información                      2%        11%                    5,73%
Evaluación            C8. Pide opinión                          1%         9%                    6,35%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,92%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,76%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    2,45%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_TP1_G03.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   16,11%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    3,50%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   11,56%
Control               C4. Da sugerencia u orientación           4%        11%                   12,78%
Evaluación            C5. Da opiniones                         21%        40%                   14,71%
Comunicación          C6. Da información                       14%        30%                   21,37%
Comunicación          C7. Pide información                      2%        11%                    7,18%
Evaluación            C8. Pide opinión                          1%         9%                    9,46%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,35%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,53%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    2,45%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_TP1_G01.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   16,76%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    7,76%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   13,85%
Control               C4. Da sugerencia u orientación           4%        11%                   11,63%
Evaluación            C5. Da opiniones                         21%        40%                   12,74%
Comunicación          C6. Da información                       14%        30%                   21,88%
Comunicación          C7. Pide información                      2%        11%                    5,54%
Evaluación            C8. Pide opinión                          1%         9%                    5,82%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,69%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,97%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    2,35%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_TP1_G09.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   14,93%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    5,11%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   15,66%
Control               C4. Da sugerencia u orientación           4%        11%                   10,65%
Evaluación            C5. Da opiniones                         21%        40%                   15,87%
Comunicación          C6. Da información                       14%        30%                   23,07%
Comunicación          C7. Pide información                      2%        11%                    5,01%
Evaluación            C8. Pide opinión                          1%         9%                    6,89%
Control               C9. Pide sugerencia u orientación         0%         5%                    1,36%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,52%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,94%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: UgyOjIZ4bX29ymtAmUB4AaABAagBoeybAQ.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                  100,00%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    0,00%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                    0,00%
Control               C4. Da sugerencia u orientación           4%        11%                    0,00%
Evaluación            C5. Da opiniones                         21%        40%                    0,00%
Comunicación          C6. Da información                       14%        30%                    0,00%
Comunicación          C7. Pide información                      2%        11%                    0,00%
Evaluación            C8. Pide opinión                          1%         9%                    0,00%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,00%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,00%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,00%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_TP1_G06.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   19,26%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    5,45%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   13,97%
Control               C4. Da sugerencia u orientación           4%        11%                   10,99%
Evaluación            C5. Da opiniones                         21%        40%                    9,92%
Comunicación          C6. Da información                       14%        30%                   23,88%
Comunicación          C7. Pide información                      2%        11%                    6,20%
Evaluación            C8. Pide opinión                          1%         9%                    7,19%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,58%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,66%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    1,90%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_TP1_G13.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   20,16%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    4,74%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   13,83%
Control               C4. Da sugerencia u orientación           4%        11%                   12,65%
Evaluación            C5. Da opiniones                         21%        40%                   11,46%
Comunicación          C6. Da información                       14%        30%                   24,90%
Comunicación          C7. Pide información                      2%        11%                    3,95%
Evaluación            C8. Pide opinión                          1%         9%                    4,35%
Control               C9. Pide sugerencia u orientación         0%         5%                    1,58%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,00%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    2,37%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_TP1_G10.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   18,26%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    9,22%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   10,64%
Control               C4. Da sugerencia u orientación           4%        11%                   12,23%
Evaluación            C5. Da opiniones                         21%        40%                   10,82%
Comunicación          C6. Da información                       14%        30%                   22,16%
Comunicación          C7. Pide información                      2%        11%                    5,67%
Evaluación            C8. Pide opinión                          1%         9%                    6,91%
Control               C9. Pide sugerencia u orientación         0%         5%                    1,06%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,89%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    2,13%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_TP2_G12.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   20,31%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    9,04%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   14,88%
Control               C4. Da sugerencia u orientación           4%        11%                   11,68%
Evaluación            C5. Da opiniones                         21%        40%                   10,71%
Comunicación          C6. Da información                       14%        30%                   22,25%
Comunicación          C7. Pide información                      2%        11%                    2,78%
Evaluación            C8. Pide opinión                          1%         9%                    5,01%
Control               C9. Pide sugerencia u orientación         0%         5%                    1,95%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,42%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,97%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_TP2_G01.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   19,44%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                   10,58%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   10,58%
Control               C4. Da sugerencia u orientación           4%        11%                   11,02%
Evaluación            C5. Da opiniones                         21%        40%                    9,07%
Comunicación          C6. Da información                       14%        30%                   25,05%
Comunicación          C7. Pide información                      2%        11%                    4,97%
Evaluación            C8. Pide opinión                          1%         9%                    4,97%
Control               C9. Pide sugerencia u orientación         0%         5%                    1,08%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,86%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    2,38%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_TP2_G07.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   25,24%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                   10,04%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   11,94%
Control               C4. Da sugerencia u orientación           4%        11%                    7,60%
Evaluación            C5. Da opiniones                         21%        40%                    9,91%
Comunicación          C6. Da información                       14%        30%                   25,64%
Comunicación          C7. Pide información                      2%        11%                    3,53%
Evaluación            C8. Pide opinión                          1%         9%                    4,07%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,54%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,41%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    1,09%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_TP2_G08.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   17,68%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                   16,78%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   10,89%
Control               C4. Da sugerencia u orientación           4%        11%                    9,89%
Evaluación            C5. Da opiniones                         21%        40%                   10,79%
Comunicación          C6. Da información                       14%        30%                   20,88%
Comunicación          C7. Pide información                      2%        11%                    3,70%
Evaluación            C8. Pide opinión                          1%         9%                    4,90%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,40%
Decisión              C10. Muestra desacuerdo                   3%        13%                    1,60%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    2,50%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_TP2_G09.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   18,08%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    5,54%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   17,88%
Control               C4. Da sugerencia u orientación           4%        11%                    8,45%
Evaluación            C5. Da opiniones                         21%        40%                   12,93%
Comunicación          C6. Da información                       14%        30%                   23,81%
Comunicación          C7. Pide información                      2%        11%                    3,50%
Evaluación            C8. Pide opinión                          1%         9%                    6,71%
Control               C9. Pide sugerencia u orientación         0%         5%                    1,17%
Decisión              C10. Muestra desacuerdo                   3%        13%                    1,17%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,78%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_TP2_G05.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   13,72%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    6,73%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   16,46%
Control               C4. Da sugerencia u orientación           4%        11%                    9,73%
Evaluación            C5. Da opiniones                         21%        40%                   15,71%
Comunicación          C6. Da información                       14%        30%                   26,68%
Comunicación          C7. Pide información                      2%        11%                    4,24%
Evaluación            C8. Pide opinión                          1%         9%                    4,49%
Control               C9. Pide sugerencia u orientación         0%         5%                    1,25%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,00%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    1,00%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE15_TP4_G02.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   20,67%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    8,54%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   16,78%
Control               C4. Da sugerencia u orientación           4%        11%                    9,35%
Evaluación            C5. Da opiniones                         21%        40%                    9,58%
Comunicación          C6. Da información                       14%        30%                   23,11%
Comunicación          C7. Pide información                      2%        11%                    4,70%
Evaluación            C8. Pide opinión                          1%         9%                    4,76%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,46%
Decisión              C10. Muestra desacuerdo                   3%        13%                    1,16%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,87%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE15_TP4_G04.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   19,79%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    4,76%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   13,37%
Control               C4. Da sugerencia u orientación           4%        11%                   10,67%
Evaluación            C5. Da opiniones                         21%        40%                   10,67%
Comunicación          C6. Da información                       14%        30%                   25,96%
Comunicación          C7. Pide información                      2%        11%                    4,37%
Evaluación            C8. Pide opinión                          1%         9%                    6,43%
Control               C9. Pide sugerencia u orientación         0%         5%                    1,29%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,90%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    1,80%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE15_TP4_G10.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   21,55%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    6,39%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   13,46%
Control               C4. Da sugerencia u orientación           4%        11%                   10,67%
Evaluación            C5. Da opiniones                         21%        40%                    9,79%
Comunicación          C6. Da información                       14%        30%                   23,11%
Comunicación          C7. Pide información                      2%        11%                    5,37%
Evaluación            C8. Pide opinión                          1%         9%                    5,17%
Control               C9. Pide sugerencia u orientación         0%         5%                    1,09%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,82%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    2,58%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE15_TP4_G11.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   18,87%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    4,16%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   13,52%
Control               C4. Da sugerencia u orientación           4%        11%                    9,14%
Evaluación            C5. Da opiniones                         21%        40%                   10,25%
Comunicación          C6. Da información                       14%        30%                   29,12%
Comunicación          C7. Pide información                      2%        11%                    3,42%
Evaluación            C8. Pide opinión                          1%         9%                    7,95%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,52%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,59%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    2,45%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE15_TP4_G03.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   21,63%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    7,31%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   11,49%
Control               C4. Da sugerencia u orientación           4%        11%                   10,51%
Evaluación            C5. Da opiniones                         21%        40%                   12,29%
Comunicación          C6. Da información                       14%        30%                   24,03%
Comunicación          C7. Pide información                      2%        11%                    3,69%
Evaluación            C8. Pide opinión                          1%         9%                    5,72%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,43%
Decisión              C10. Muestra desacuerdo                   3%        13%                    1,11%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    1,78%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE15_TP5_G09.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   21,53%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    6,23%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   10,64%
Control               C4. Da sugerencia u orientación           4%        11%                   14,01%
Evaluación            C5. Da opiniones                         21%        40%                   11,28%
Comunicación          C6. Da información                       14%        30%                   21,14%
Comunicación          C7. Pide información                      2%        11%                    5,71%
Evaluación            C8. Pide opinión                          1%         9%                    6,61%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,52%
Decisión              C10. Muestra desacuerdo                   3%        13%                    1,30%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    1,04%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%
