Nombre del grupo: Ugzbjhu50vTuCFOd2lt4AaABAQ.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Comunicación          C7. Pide información                      2%        11%                    4,17%
Evaluación            C8. Pide opinión                          1%         9%                   10,42%
Control               C9. Pide sugerencia u orientación         0%         5%                    2,08%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,00%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    2,08%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: Ugw1ikKYeJFeC-UOpsZ4AaABAQ.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   29,76%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    4,83%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   12,06%
Control               C4. Da sugerencia u orientación           4%        11%                    8,31%
Evaluación            C5. Da opiniones                         21%        40%                   10,19%
Comunicación          C6. Da información                       14%        30%                   23,86%
Comunicación          C7. Pide información                      2%        11%                    4,29%
Evaluación            C8. Pide opinión                          1%         9%                    4,56%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,54%
Decisión              C10. Muestra desacuerdo                   3%        13%                    1,07%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,54%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: UgwzEkYL5i2OWdtk2qR4AaABAQ.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   33,33%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    0,00%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   14,81%
Control               C4. Da sugerencia u orientación           4%        11%                   11,11%
Evaluación            C5. Da opiniones                         21%        40%                    7,41%
Comunicación          C6. Da información                       14%        30%                   18,52%
Comunicación          C7. Pide información                      2%        11%                    3,70%
Evaluación            C8. Pide opinión                          1%         9%                    7,41%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,00%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,00%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    3,70%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: UgxJ_7iMYCfb7cDdWW94AaABAQ.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   23,26%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                   12,79%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   10,47%
Control               C4. Da sugerencia u orientación           4%        11%                    4,65%
Evaluación            C5. Da opiniones                         21%        40%                    8,14%
Comunicación          C6. Da información                       14%        30%                   25,58%
Comunicación          C7. Pide información                      2%        11%                    8,14%
Evaluación            C8. Pide opinión                          1%         9%                    3,49%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,00%
Decisión              C10. Muestra desacuerdo                   3%        13%                    2,33%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    1,16%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: Ugyf21BFNku0N_qPU9l4AaABAQ.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   19,01%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    4,96%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   19,83%
Control               C4. Da sugerencia u orientación           4%        11%                    4,13%
Evaluación            C5. Da opiniones                         21%        40%                    6,61%
Comunicación          C6. Da información                       14%        30%                   31,40%
Comunicación          C7. Pide información                      2%        11%                    6,61%
Evaluación            C8. Pide opinión                          1%         9%                    2,48%
Control               C9. Pide sugerencia u orientación         0%         5%                    1,65%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,83%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    2,48%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: UgymSfgxjhHyR83uS154AaABAQ.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   30,61%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    4,08%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   16,33%
Control               C4. Da sugerencia u orientación           4%        11%                    4,08%
Evaluación            C5. Da opiniones                         21%        40%                    6,12%
Comunicación          C6. Da información                       14%        30%                   28,57%
Comunicación          C7. Pide información                      2%        11%                    4,08%
Evaluación            C8. Pide opinión                          1%         9%                    4,08%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,00%
Decisión              C10. Muestra desacuerdo                   3%        13%                    2,04%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,00%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: Ugyi0s791syiwjTpjy54AaABAQ.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   34,18%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    7,59%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   17,72%
Control               C4. Da sugerencia u orientación           4%        11%                    3,80%
Evaluación            C5. Da opiniones                         21%        40%                    3,80%
Comunicación          C6. Da información                       14%        30%                   21,52%
Comunicación          C7. Pide información                      2%        11%                    6,33%
Evaluación            C8. Pide opinión                          1%         9%                    0,00%
Control               C9. Pide sugerencia u orientación         0%         5%                    1,27%
Decisión              C10. Muestra desacuerdo                   3%        13%                    2,53%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    1,27%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: UgxdKn_F9CLLl_mZg854AaABAQ.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   39,53%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    6,98%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   18,60%
Control               C4. Da sugerencia u orientación           4%        11%                    6,98%
Evaluación            C5. Da opiniones                         21%        40%                    2,33%
Comunicación          C6. Da información                       14%        30%                   20,93%
Comunicación          C7. Pide información                      2%        11%                    0,00%
Evaluación            C8. Pide opinión                          1%         9%                    2,33%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,00%
Decisión              C10. Muestra desacuerdo                   3%        13%                    2,33%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,00%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: UgyjbuzSMefgSZ9PA114AaABAQ.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   44,44%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    5,56%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                    8,33%
Control               C4. Da sugerencia u orientación           4%        11%                   11,11%
Evaluación            C5. Da opiniones                         21%        40%                    2,78%
Comunicación          C6. Da información                       14%        30%                   13,89%
Comunicación          C7. Pide información                      2%        11%                    2,78%
Evaluación            C8. Pide opinión                          1%         9%                    8,33%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,00%
Decisión              C10. Muestra desacuerdo                   3%        13%                    2,78%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,00%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: Ugw3AyLnEeHiOmDVnrB4AaABAQ.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   71,43%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    0,00%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   14,29%
Control               C4. Da sugerencia u orientación           4%        11%                    0,00%
Evaluación            C5. Da opiniones                         21%        40%                    0,00%
Comunicación          C6. Da información                       14%        30%                   14,29%
Comunicación          C7. Pide información                      2%        11%                    0,00%
Evaluación            C8. Pide opinión                          1%         9%                    0,00%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,00%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,00%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,00%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: UgybrGmpPZvd0zmjhH94AaABAQ.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                    0,00%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                   33,33%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                    0,00%
Control               C4. Da sugerencia u orientación           4%        11%                   33,33%
Evaluación            C5. Da opiniones                         21%        40%                   33,33%
Comunicación          C6. Da información                       14%        30%                    0,00%
Comunicación          C7. Pide información                      2%        11%                    0,00%
Evaluación            C8. Pide opinión                          1%         9%                    0,00%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,00%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,00%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,00%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: Ugx3Kkdv7Eg1iYyRQ5d4AaABAQ.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   40,00%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    6,67%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                    6,67%
Control               C4. Da sugerencia u orientación           4%        11%                    0,00%
Evaluación            C5. Da opiniones                         21%        40%                    6,67%
Comunicación          C6. Da información                       14%        30%                   20,00%
Comunicación          C7. Pide información                      2%        11%                    6,67%
Evaluación            C8. Pide opinión                          1%         9%                   13,33%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,00%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,00%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,00%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: UgzFCijJzrx0TzRB4_Z4AaABAQ.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   50,00%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    0,00%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                    0,00%
Control               C4. Da sugerencia u orientación           4%        11%                    0,00%
Evaluación            C5. Da opiniones                         21%        40%                    0,00%
Comunicación          C6. Da información                       14%        30%                   50,00%
Comunicación          C7. Pide información                      2%        11%                    0,00%
Evaluación            C8. Pide opinión                          1%         9%                    0,00%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,00%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,00%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,00%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: Ugxt6gCSDVcO9t1ULdh4AaABAQ.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   29,51%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                   14,21%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   19,67%
Control               C4. Da sugerencia u orientación           4%        11%                    5,46%
Evaluación            C5. Da opiniones                         21%        40%                    4,92%
Comunicación          C6. Da información                       14%        30%                   16,94%
Comunicación          C7. Pide información                      2%        11%                    3,83%
Evaluación            C8. Pide opinión                          1%         9%                    2,19%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,00%
Decisión              C10. Muestra desacuerdo                   3%        13%                    2,19%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    1,09%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: Ugzjw9y56pwqcRlzU5V4AaABAQ.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                     NaN%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                     NaN%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                     NaN%
Control               C4. Da sugerencia u orientación           4%        11%                     NaN%
Evaluación            C5. Da opiniones                         21%        40%                     NaN%
Comunicación          C6. Da información                       14%        30%                     NaN%
Comunicación          C7. Pide información                      2%        11%                     NaN%
Evaluación            C8. Pide opinión                          1%         9%                     NaN%
Control               C9. Pide sugerencia u orientación         0%         5%                     NaN%
Decisión              C10. Muestra desacuerdo                   3%        13%                     NaN%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                     NaN%
Reintegración         C12. Muestra antagonismo                  0%         7%                     NaN%


Nombre del grupo: UgxOjJTCwDY9wgRS6fl4AaABAQ.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                     NaN%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                     NaN%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                     NaN%
Control               C4. Da sugerencia u orientación           4%        11%                     NaN%
Evaluación            C5. Da opiniones                         21%        40%                     NaN%
Comunicación          C6. Da información                       14%        30%                     NaN%
Comunicación          C7. Pide información                      2%        11%                     NaN%
Evaluación            C8. Pide opinión                          1%         9%                     NaN%
Control               C9. Pide sugerencia u orientación         0%         5%                     NaN%
Decisión              C10. Muestra desacuerdo                   3%        13%                     NaN%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                     NaN%
Reintegración         C12. Muestra antagonismo                  0%         7%                     NaN%



