Nombre del grupo: PE16_TP5_G05.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis


Nombre del grupo: PE16_LB1_G03.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   14,13%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    8,77%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   45,81%
Control               C4. Da sugerencia u orientación           4%        11%                    7,02%
Evaluación            C5. Da opiniones                         21%        40%                    2,73%
Comunicación          C6. Da información                       14%        30%                    2,34%
Comunicación          C7. Pide información                      2%        11%                    6,63%
Evaluación            C8. Pide opinión                          1%         9%                    4,78%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,78%
Decisión              C10. Muestra desacuerdo                   3%        13%                    5,07%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    1,95%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_LB1_G06.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   19,75%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                   10,66%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   45,77%
Control               C4. Da sugerencia u orientación           4%        11%                    3,13%
Evaluación            C5. Da opiniones                         21%        40%                    2,04%
Comunicación          C6. Da información                       14%        30%                    1,72%
Comunicación          C7. Pide información                      2%        11%                    5,49%
Evaluación            C8. Pide opinión                          1%         9%                    4,86%
Control               C9. Pide sugerencia u orientación         0%         5%                    1,88%
Decisión              C10. Muestra desacuerdo                   3%        13%                    2,82%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    1,88%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_TP3_G00.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   16,03%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    8,32%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   39,22%
Control               C4. Da sugerencia u orientación           4%        11%                    9,35%
Evaluación            C5. Da opiniones                         21%        40%                    4,37%
Comunicación          C6. Da información                       14%        30%                    6,96%
Comunicación          C7. Pide información                      2%        11%                    5,12%
Evaluación            C8. Pide opinión                          1%         9%                    3,89%
Control               C9. Pide sugerencia u orientación         0%         5%                    2,46%
Decisión              C10. Muestra desacuerdo                   3%        13%                    2,11%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    2,18%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_LB1_G05.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   14,23%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    8,92%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   38,85%
Control               C4. Da sugerencia u orientación           4%        11%                   11,46%
Evaluación            C5. Da opiniones                         21%        40%                    2,12%
Comunicación          C6. Da información                       14%        30%                    2,76%
Comunicación          C7. Pide información                      2%        11%                    7,01%
Evaluación            C8. Pide opinión                          1%         9%                    5,73%
Control               C9. Pide sugerencia u orientación         0%         5%                    1,06%
Decisión              C10. Muestra desacuerdo                   3%        13%                    4,25%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    3,61%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_LB1_G12.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   13,05%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    9,62%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   52,65%
Control               C4. Da sugerencia u orientación           4%        11%                    8,63%
Evaluación            C5. Da opiniones                         21%        40%                    1,66%
Comunicación          C6. Da información                       14%        30%                    2,77%
Comunicación          C7. Pide información                      2%        11%                    4,87%
Evaluación            C8. Pide opinión                          1%         9%                    3,54%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,77%
Decisión              C10. Muestra desacuerdo                   3%        13%                    1,66%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,77%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_LT1_G04.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   13,25%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    5,63%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   46,86%
Control               C4. Da sugerencia u orientación           4%        11%                    7,81%
Evaluación            C5. Da opiniones                         21%        40%                    3,27%
Comunicación          C6. Da información                       14%        30%                    7,49%
Comunicación          C7. Pide información                      2%        11%                    6,34%
Evaluación            C8. Pide opinión                          1%         9%                    2,62%
Control               C9. Pide sugerencia u orientación         0%         5%                    1,09%
Decisión              C10. Muestra desacuerdo                   3%        13%                    2,62%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    3,01%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_LB1_G09.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   14,10%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    8,53%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   49,26%
Control               C4. Da sugerencia u orientación           4%        11%                    6,40%
Evaluación            C5. Da opiniones                         21%        40%                    2,78%
Comunicación          C6. Da información                       14%        30%                    2,23%
Comunicación          C7. Pide información                      2%        11%                    6,03%
Evaluación            C8. Pide opinión                          1%         9%                    3,62%
Control               C9. Pide sugerencia u orientación         0%         5%                    1,30%
Decisión              C10. Muestra desacuerdo                   3%        13%                    4,27%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    1,48%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_LB1_G01.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   13,68%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    9,14%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   42,97%
Control               C4. Da sugerencia u orientación           4%        11%                    7,23%
Evaluación            C5. Da opiniones                         21%        40%                    2,75%
Comunicación          C6. Da información                       14%        30%                    7,86%
Comunicación          C7. Pide información                      2%        11%                    5,88%
Evaluación            C8. Pide opinión                          1%         9%                    4,03%
Control               C9. Pide sugerencia u orientación         0%         5%                    1,02%
Decisión              C10. Muestra desacuerdo                   3%        13%                    2,37%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    3,07%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_L2_G07.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   13,06%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    6,94%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   55,10%
Control               C4. Da sugerencia u orientación           4%        11%                    6,53%
Evaluación            C5. Da opiniones                         21%        40%                    3,67%
Comunicación          C6. Da información                       14%        30%                    3,67%
Comunicación          C7. Pide información                      2%        11%                    4,08%
Evaluación            C8. Pide opinión                          1%         9%                    4,49%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,41%
Decisión              C10. Muestra desacuerdo                   3%        13%                    2,04%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,00%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_L2_G01.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   14,66%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                   11,21%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   35,78%
Control               C4. Da sugerencia u orientación           4%        11%                   12,07%
Evaluación            C5. Da opiniones                         21%        40%                    3,02%
Comunicación          C6. Da información                       14%        30%                    4,31%
Comunicación          C7. Pide información                      2%        11%                    5,17%
Evaluación            C8. Pide opinión                          1%         9%                    4,31%
Control               C9. Pide sugerencia u orientación         0%         5%                    1,72%
Decisión              C10. Muestra desacuerdo                   3%        13%                    3,45%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    4,31%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_LT1_G02.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   14,77%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    3,67%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   39,67%
Control               C4. Da sugerencia u orientación           4%        11%                   12,74%
Evaluación            C5. Da opiniones                         21%        40%                    4,34%
Comunicación          C6. Da información                       14%        30%                   10,81%
Comunicación          C7. Pide información                      2%        11%                    4,63%
Evaluación            C8. Pide opinión                          1%         9%                    3,76%
Control               C9. Pide sugerencia u orientación         0%         5%                    1,16%
Decisión              C10. Muestra desacuerdo                   3%        13%                    2,90%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    1,54%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_L2_G10.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   10,65%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    7,99%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   41,12%
Control               C4. Da sugerencia u orientación           4%        11%                   12,13%
Evaluación            C5. Da opiniones                         21%        40%                    3,25%
Comunicación          C6. Da información                       14%        30%                    2,66%
Comunicación          C7. Pide información                      2%        11%                    6,80%
Evaluación            C8. Pide opinión                          1%         9%                    8,28%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,59%
Decisión              C10. Muestra desacuerdo                   3%        13%                    2,66%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    3,85%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_TP2_G03.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   10,77%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    6,59%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   30,55%
Control               C4. Da sugerencia u orientación           4%        11%                    7,47%
Evaluación            C5. Da opiniones                         21%        40%                    6,81%
Comunicación          C6. Da información                       14%        30%                   17,58%
Comunicación          C7. Pide información                      2%        11%                    7,69%
Evaluación            C8. Pide opinión                          1%         9%                    5,49%
Control               C9. Pide sugerencia u orientación         0%         5%                    1,32%
Decisión              C10. Muestra desacuerdo                   3%        13%                    3,08%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    2,64%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_TP2_G11.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   13,85%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    7,88%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   27,69%
Control               C4. Da sugerencia u orientación           4%        11%                    9,81%
Evaluación            C5. Da opiniones                         21%        40%                    7,88%
Comunicación          C6. Da información                       14%        30%                   10,77%
Comunicación          C7. Pide información                      2%        11%                    7,88%
Evaluación            C8. Pide opinión                          1%         9%                    4,42%
Control               C9. Pide sugerencia u orientación         0%         5%                    2,50%
Decisión              C10. Muestra desacuerdo                   3%        13%                    2,88%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    4,23%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,19%


Nombre del grupo: PE16_TP2_G04.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   12,98%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    7,52%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   33,78%
Control               C4. Da sugerencia u orientación           4%        11%                    9,88%
Evaluación            C5. Da opiniones                         21%        40%                    2,80%
Comunicación          C6. Da información                       14%        30%                   14,01%
Comunicación          C7. Pide información                      2%        11%                    7,08%
Evaluación            C8. Pide opinión                          1%         9%                    3,98%
Control               C9. Pide sugerencia u orientación         0%         5%                    2,21%
Decisión              C10. Muestra desacuerdo                   3%        13%                    3,54%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    2,21%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_TP2_G14.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   15,60%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    7,03%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   36,04%
Control               C4. Da sugerencia u orientación           4%        11%                    6,59%
Evaluación            C5. Da opiniones                         21%        40%                    6,15%
Comunicación          C6. Da información                       14%        30%                   10,77%
Comunicación          C7. Pide información                      2%        11%                    6,37%
Evaluación            C8. Pide opinión                          1%         9%                    5,27%
Control               C9. Pide sugerencia u orientación         0%         5%                    1,10%
Decisión              C10. Muestra desacuerdo                   3%        13%                    2,64%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    2,42%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_TP2_G02.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   12,22%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    3,02%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   23,81%
Control               C4. Da sugerencia u orientación           4%        11%                   11,11%
Evaluación            C5. Da opiniones                         21%        40%                    7,94%
Comunicación          C6. Da información                       14%        30%                   19,84%
Comunicación          C7. Pide información                      2%        11%                    7,94%
Evaluación            C8. Pide opinión                          1%         9%                    6,67%
Control               C9. Pide sugerencia u orientación         0%         5%                    1,59%
Decisión              C10. Muestra desacuerdo                   3%        13%                    3,02%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    2,86%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: Ugw1n9sYMW09b-l0ea94AaABAagB1ICMBw.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                  100,00%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    0,00%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                    0,00%
Control               C4. Da sugerencia u orientación           4%        11%                    0,00%
Evaluación            C5. Da opiniones                         21%        40%                    0,00%
Comunicación          C6. Da información                       14%        30%                    0,00%
Comunicación          C7. Pide información                      2%        11%                    0,00%
Evaluación            C8. Pide opinión                          1%         9%                    0,00%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,00%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,00%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,00%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_TP2_G13.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   14,56%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                   10,73%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   37,83%
Control               C4. Da sugerencia u orientación           4%        11%                    8,50%
Evaluación            C5. Da opiniones                         21%        40%                    4,99%
Comunicación          C6. Da información                       14%        30%                    6,70%
Comunicación          C7. Pide información                      2%        11%                    6,38%
Evaluación            C8. Pide opinión                          1%         9%                    5,31%
Control               C9. Pide sugerencia u orientación         0%         5%                    1,70%
Decisión              C10. Muestra desacuerdo                   3%        13%                    1,49%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    1,81%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_TP2_G10a.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   10,00%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    0,00%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   20,00%
Control               C4. Da sugerencia u orientación           4%        11%                    0,00%
Evaluación            C5. Da opiniones                         21%        40%                   20,00%
Comunicación          C6. Da información                       14%        30%                   10,00%
Comunicación          C7. Pide información                      2%        11%                   10,00%
Evaluación            C8. Pide opinión                          1%         9%                   10,00%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,00%
Decisión              C10. Muestra desacuerdo                   3%        13%                   10,00%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                   10,00%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_TP2_G10b.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   16,36%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    5,95%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   31,60%
Control               C4. Da sugerencia u orientación           4%        11%                    8,92%
Evaluación            C5. Da opiniones                         21%        40%                    4,46%
Comunicación          C6. Da información                       14%        30%                    8,18%
Comunicación          C7. Pide información                      2%        11%                    4,83%
Evaluación            C8. Pide opinión                          1%         9%                   10,41%
Control               C9. Pide sugerencia u orientación         0%         5%                    5,20%
Decisión              C10. Muestra desacuerdo                   3%        13%                    1,86%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    2,23%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_TP3_G03.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   12,43%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    5,24%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   32,72%
Control               C4. Da sugerencia u orientación           4%        11%                    9,61%
Evaluación            C5. Da opiniones                         21%        40%                    4,85%
Comunicación          C6. Da información                       14%        30%                   16,70%
Comunicación          C7. Pide información                      2%        11%                    6,80%
Evaluación            C8. Pide opinión                          1%         9%                    4,37%
Control               C9. Pide sugerencia u orientación         0%         5%                    1,36%
Decisión              C10. Muestra desacuerdo                   3%        13%                    2,91%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    2,91%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,10%


Nombre del grupo: PE16_TP3_G13b.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   13,71%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    3,11%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   31,44%
Control               C4. Da sugerencia u orientación           4%        11%                   11,52%
Evaluación            C5. Da opiniones                         21%        40%                    5,30%
Comunicación          C6. Da información                       14%        30%                   13,35%
Comunicación          C7. Pide información                      2%        11%                    8,41%
Evaluación            C8. Pide opinión                          1%         9%                    4,57%
Control               C9. Pide sugerencia u orientación         0%         5%                    2,19%
Decisión              C10. Muestra desacuerdo                   3%        13%                    3,29%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    3,11%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_TP3_G11.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   17,02%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    8,82%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   35,54%
Control               C4. Da sugerencia u orientación           4%        11%                    7,66%
Evaluación            C5. Da opiniones                         21%        40%                    4,79%
Comunicación          C6. Da información                       14%        30%                   10,19%
Comunicación          C7. Pide información                      2%        11%                    6,28%
Evaluación            C8. Pide opinión                          1%         9%                    3,75%
Control               C9. Pide sugerencia u orientación         0%         5%                    1,32%
Decisión              C10. Muestra desacuerdo                   3%        13%                    2,53%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    2,09%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_TP3_G02.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   13,40%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    5,95%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   36,13%
Control               C4. Da sugerencia u orientación           4%        11%                    8,80%
Evaluación            C5. Da opiniones                         21%        40%                    2,71%
Comunicación          C6. Da información                       14%        30%                   12,18%
Comunicación          C7. Pide información                      2%        11%                    6,50%
Evaluación            C8. Pide opinión                          1%         9%                    6,90%
Control               C9. Pide sugerencia u orientación         0%         5%                    1,76%
Decisión              C10. Muestra desacuerdo                   3%        13%                    2,71%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    2,98%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_TP3_G04.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   15,36%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    3,07%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   34,36%
Control               C4. Da sugerencia u orientación           4%        11%                   11,17%
Evaluación            C5. Da opiniones                         21%        40%                    5,03%
Comunicación          C6. Da información                       14%        30%                   11,45%
Comunicación          C7. Pide información                      2%        11%                    5,87%
Evaluación            C8. Pide opinión                          1%         9%                    6,15%
Control               C9. Pide sugerencia u orientación         0%         5%                    2,51%
Decisión              C10. Muestra desacuerdo                   3%        13%                    2,51%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    2,51%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_TP3_G09.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   13,71%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    9,21%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   34,53%
Control               C4. Da sugerencia u orientación           4%        11%                    9,11%
Evaluación            C5. Da opiniones                         21%        40%                    5,11%
Comunicación          C6. Da información                       14%        30%                   10,31%
Comunicación          C7. Pide información                      2%        11%                    6,11%
Evaluación            C8. Pide opinión                          1%         9%                    5,61%
Control               C9. Pide sugerencia u orientación         0%         5%                    2,00%
Decisión              C10. Muestra desacuerdo                   3%        13%                    2,40%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    1,90%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_TP3_G08.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   16,69%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    5,41%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   28,54%
Control               C4. Da sugerencia u orientación           4%        11%                    9,70%
Evaluación            C5. Da opiniones                         21%        40%                    8,03%
Comunicación          C6. Da información                       14%        30%                   19,71%
Comunicación          C7. Pide información                      2%        11%                    3,90%
Evaluación            C8. Pide opinión                          1%         9%                    3,66%
Control               C9. Pide sugerencia u orientación         0%         5%                    1,03%
Decisión              C10. Muestra desacuerdo                   3%        13%                    1,75%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    1,59%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_TP3_G01.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   14,10%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    6,17%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   33,08%
Control               C4. Da sugerencia u orientación           4%        11%                    8,84%
Evaluación            C5. Da opiniones                         21%        40%                    5,49%
Comunicación          C6. Da información                       14%        30%                   16,08%
Comunicación          C7. Pide información                      2%        11%                    6,02%
Evaluación            C8. Pide opinión                          1%         9%                    4,80%
Control               C9. Pide sugerencia u orientación         0%         5%                    1,37%
Decisión              C10. Muestra desacuerdo                   3%        13%                    2,59%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    1,45%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_TP3_G06.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   12,39%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    5,39%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   35,73%
Control               C4. Da sugerencia u orientación           4%        11%                   10,95%
Evaluación            C5. Da opiniones                         21%        40%                    5,21%
Comunicación          C6. Da información                       14%        30%                   10,95%
Comunicación          C7. Pide información                      2%        11%                    5,92%
Evaluación            C8. Pide opinión                          1%         9%                    5,03%
Control               C9. Pide sugerencia u orientación         0%         5%                    1,80%
Decisión              C10. Muestra desacuerdo                   3%        13%                    3,05%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    3,59%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_TP3_G10.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   14,04%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    6,07%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   36,42%
Control               C4. Da sugerencia u orientación           4%        11%                    9,56%
Evaluación            C5. Da opiniones                         21%        40%                    5,08%
Comunicación          C6. Da información                       14%        30%                   10,77%
Comunicación          C7. Pide información                      2%        11%                    5,84%
Evaluación            C8. Pide opinión                          1%         9%                    4,10%
Control               C9. Pide sugerencia u orientación         0%         5%                    2,12%
Decisión              C10. Muestra desacuerdo                   3%        13%                    3,11%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    2,88%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_TP3_G12.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                    7,08%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    3,86%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   34,33%
Control               C4. Da sugerencia u orientación           4%        11%                   13,09%
Evaluación            C5. Da opiniones                         21%        40%                    8,80%
Comunicación          C6. Da información                       14%        30%                   15,45%
Comunicación          C7. Pide información                      2%        11%                    7,30%
Evaluación            C8. Pide opinión                          1%         9%                    4,08%
