Nombre del grupo: PE16_TP5_G05.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,88%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    1,32%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_TP2_G11.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   10,77%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    9,81%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   26,73%
Control               C4. Da sugerencia u orientación           4%        11%                    4,04%
Evaluación            C5. Da opiniones                         21%        40%                    9,62%
Comunicación          C6. Da información                       14%        30%                   34,62%
Comunicación          C7. Pide información                      2%        11%                    0,77%
Evaluación            C8. Pide opinión                          1%         9%                    2,88%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,19%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,38%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,19%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_TP2_G04.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   10,62%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    6,93%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   28,17%
Control               C4. Da sugerencia u orientación           4%        11%                    4,28%
Evaluación            C5. Da opiniones                         21%        40%                    3,98%
Comunicación          C6. Da información                       14%        30%                   42,77%
Comunicación          C7. Pide información                      2%        11%                    1,18%
Evaluación            C8. Pide opinión                          1%         9%                    1,47%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,29%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,29%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,00%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_TP2_G14.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                    9,67%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    7,03%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   35,82%
Control               C4. Da sugerencia u orientación           4%        11%                    4,62%
Evaluación            C5. Da opiniones                         21%        40%                    7,03%
Comunicación          C6. Da información                       14%        30%                   30,55%
Comunicación          C7. Pide información                      2%        11%                    1,10%
Evaluación            C8. Pide opinión                          1%         9%                    3,08%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,22%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,44%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,44%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_TP2_G02.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                    7,46%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    3,33%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   24,29%
Control               C4. Da sugerencia u orientación           4%        11%                    5,71%
Evaluación            C5. Da opiniones                         21%        40%                    8,10%
Comunicación          C6. Da información                       14%        30%                   44,44%
Comunicación          C7. Pide información                      2%        11%                    1,43%
Evaluación            C8. Pide opinión                          1%         9%                    3,49%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,00%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,79%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,95%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: Ugw1n9sYMW09b-l0ea94AaABAagB1ICMBw.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                    0,00%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    0,00%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                  100,00%
Control               C4. Da sugerencia u orientación           4%        11%                    0,00%
Evaluación            C5. Da opiniones                         21%        40%                    0,00%
Comunicación          C6. Da información                       14%        30%                    0,00%
Comunicación          C7. Pide información                      2%        11%                    0,00%
Evaluación            C8. Pide opinión                          1%         9%                    0,00%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,00%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,00%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,00%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_TP2_G13.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   12,22%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    7,97%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   36,66%
Control               C4. Da sugerencia u orientación           4%        11%                    3,72%
Evaluación            C5. Da opiniones                         21%        40%                    5,42%
Comunicación          C6. Da información                       14%        30%                   30,18%
Comunicación          C7. Pide información                      2%        11%                    0,74%
Evaluación            C8. Pide opinión                          1%         9%                    1,91%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,11%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,85%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,21%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_TP2_G10a.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   10,00%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    0,00%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   20,00%
Control               C4. Da sugerencia u orientación           4%        11%                    0,00%
Evaluación            C5. Da opiniones                         21%        40%                   10,00%
Comunicación          C6. Da información                       14%        30%                   50,00%
Comunicación          C7. Pide información                      2%        11%                    0,00%
Evaluación            C8. Pide opinión                          1%         9%                   10,00%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,00%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,00%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,00%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_TP2_G10b.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   11,90%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    5,95%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   29,37%
Control               C4. Da sugerencia u orientación           4%        11%                    6,69%
Evaluación            C5. Da opiniones                         21%        40%                    7,06%
Comunicación          C6. Da información                       14%        30%                   30,48%
Comunicación          C7. Pide información                      2%        11%                    1,12%
Evaluación            C8. Pide opinión                          1%         9%                    7,06%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,00%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,37%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,00%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_TP3_G03.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                    7,38%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    4,85%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   32,14%
Control               C4. Da sugerencia u orientación           4%        11%                    4,08%
Evaluación            C5. Da opiniones                         21%        40%                    5,53%
Comunicación          C6. Da información                       14%        30%                   41,17%
Comunicación          C7. Pide información                      2%        11%                    1,07%
Evaluación            C8. Pide opinión                          1%         9%                    2,23%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,10%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,68%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,78%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_TP3_G13b.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                    8,41%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    2,74%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   31,26%
Control               C4. Da sugerencia u orientación           4%        11%                    6,03%
Evaluación            C5. Da opiniones                         21%        40%                    5,12%
Comunicación          C6. Da información                       14%        30%                   41,68%
Comunicación          C7. Pide información                      2%        11%                    0,37%
Evaluación            C8. Pide opinión                          1%         9%                    1,28%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,18%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,73%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    2,19%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_TP3_G11.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   10,19%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    5,12%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   35,37%
Control               C4. Da sugerencia u orientación           4%        11%                    3,03%
Evaluación            C5. Da opiniones                         21%        40%                    2,92%
Comunicación          C6. Da información                       14%        30%                   38,18%
Comunicación          C7. Pide información                      2%        11%                    2,26%
Evaluación            C8. Pide opinión                          1%         9%                    1,76%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,06%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,72%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,39%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_TP3_G02.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                    9,07%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    5,41%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   31,80%
Control               C4. Da sugerencia u orientación           4%        11%                    3,65%
Evaluación            C5. Da opiniones                         21%        40%                    4,47%
Comunicación          C6. Da información                       14%        30%                   40,46%
Comunicación          C7. Pide información                      2%        11%                    1,22%
Evaluación            C8. Pide opinión                          1%         9%                    2,03%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,41%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,68%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,81%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_TP3_G04.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                    8,10%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    1,68%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   36,87%
Control               C4. Da sugerencia u orientación           4%        11%                    3,91%
Evaluación            C5. Da opiniones                         21%        40%                    4,47%
Comunicación          C6. Da información                       14%        30%                   39,66%
Comunicación          C7. Pide información                      2%        11%                    0,84%
Evaluación            C8. Pide opinión                          1%         9%                    3,07%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,28%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,56%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,56%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_TP3_G09.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                    9,51%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    8,01%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   31,63%
Control               C4. Da sugerencia u orientación           4%        11%                    3,80%
Evaluación            C5. Da opiniones                         21%        40%                    6,31%
Comunicación          C6. Da información                       14%        30%                   34,93%
Comunicación          C7. Pide información                      2%        11%                    2,20%
Evaluación            C8. Pide opinión                          1%         9%                    2,30%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,30%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,30%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,70%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_TP3_G08.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   14,23%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    2,31%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   27,98%
Control               C4. Da sugerencia u orientación           4%        11%                    4,93%
Evaluación            C5. Da opiniones                         21%        40%                    7,87%
Comunicación          C6. Da información                       14%        30%                   36,33%
Comunicación          C7. Pide información                      2%        11%                    3,26%
Evaluación            C8. Pide opinión                          1%         9%                    1,83%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,24%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,64%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,40%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_TP3_G01.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                    8,54%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    3,13%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   31,63%
Control               C4. Da sugerencia u orientación           4%        11%                    4,34%
Evaluación            C5. Da opiniones                         21%        40%                    4,50%
Comunicación          C6. Da información                       14%        30%                   43,67%
Comunicación          C7. Pide información                      2%        11%                    0,99%
Evaluación            C8. Pide opinión                          1%         9%                    2,44%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,23%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,53%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,00%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_TP3_G06.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                    9,52%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    5,57%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   37,16%
Control               C4. Da sugerencia u orientación           4%        11%                    4,67%
Evaluación            C5. Da opiniones                         21%        40%                    6,10%
Comunicación          C6. Da información                       14%        30%                   31,96%
Comunicación          C7. Pide información                      2%        11%                    1,26%
Evaluación            C8. Pide opinión                          1%         9%                    1,97%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,72%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,90%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,18%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_TP3_G10.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                    9,33%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    5,01%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   35,66%
Control               C4. Da sugerencia u orientación           4%        11%                    4,10%
Evaluación            C5. Da opiniones                         21%        40%                    5,24%
Comunicación          C6. Da información                       14%        30%                   36,19%
Comunicación          C7. Pide información                      2%        11%                    1,14%
Evaluación            C8. Pide opinión                          1%         9%                    1,90%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,30%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,38%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,76%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_TP3_G12.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                    6,44%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    4,51%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   30,90%
Control               C4. Da sugerencia u orientación           4%        11%                    3,86%
Evaluación            C5. Da opiniones                         21%        40%                    9,23%
Comunicación          C6. Da información                       14%        30%                   40,56%
Comunicación          C7. Pide información                      2%        11%                    1,93%
Evaluación            C8. Pide opinión                          1%         9%                    1,93%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,21%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,21%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,21%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_TP1_G05.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   10,04%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    3,58%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   31,18%
Control               C4. Da sugerencia u orientación           4%        11%                    7,17%
Evaluación            C5. Da opiniones                         21%        40%                    6,81%
Comunicación          C6. Da información                       14%        30%                   35,48%
Comunicación          C7. Pide información                      2%        11%                    1,79%
Evaluación            C8. Pide opinión                          1%         9%                    3,58%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,00%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,36%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,00%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_TP1_G08.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                    8,49%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                   10,06%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   29,87%
Control               C4. Da sugerencia u orientación           4%        11%                    6,92%
Evaluación            C5. Da opiniones                         21%        40%                    9,54%
Comunicación          C6. Da información                       14%        30%                   29,66%
Comunicación          C7. Pide información                      2%        11%                    1,68%
Evaluación            C8. Pide opinión                          1%         9%                    2,83%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,10%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,31%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,52%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_TP1_G02.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                    8,08%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    1,53%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   24,93%
Control               C4. Da sugerencia u orientación           4%        11%                    6,55%
Evaluación            C5. Da opiniones                         21%        40%                    8,77%
Comunicación          C6. Da información                       14%        30%                   45,40%
Comunicación          C7. Pide información                      2%        11%                    1,25%
Evaluación            C8. Pide opinión                          1%         9%                    2,65%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,00%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,70%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,14%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_TP1_G07.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                    5,94%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    5,35%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   33,88%
Control               C4. Da sugerencia u orientación           4%        11%                    3,57%
Evaluación            C5. Da opiniones                         21%        40%                    4,16%
Comunicación          C6. Da información                       14%        30%                   44,43%
Comunicación          C7. Pide información                      2%        11%                    0,89%
Evaluación            C8. Pide opinión                          1%         9%                    1,19%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,00%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,45%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,15%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_TP1_G04.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                    8,25%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    2,28%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   28,17%
Control               C4. Da sugerencia u orientación           4%        11%                    4,84%
Evaluación            C5. Da opiniones                         21%        40%                    9,25%
Comunicación          C6. Da información                       14%        30%                   41,54%
Comunicación          C7. Pide información                      2%        11%                    1,56%
Evaluación            C8. Pide opinión                          1%         9%                    2,84%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,28%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,43%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,57%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_TP1_G11.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   12,80%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    5,20%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   25,20%
Control               C4. Da sugerencia u orientación           4%        11%                    3,20%
Evaluación            C5. Da opiniones                         21%        40%                   10,80%
Comunicación          C6. Da información                       14%        30%                   32,00%
Comunicación          C7. Pide información                      2%        11%                    2,40%
Evaluación            C8. Pide opinión                          1%         9%                    6,80%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,00%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,80%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,80%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_TP1_G12.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                    8,94%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    7,49%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   37,00%
Control               C4. Da sugerencia u orientación           4%        11%                    4,66%
Evaluación            C5. Da opiniones                         21%        40%                    6,57%
Comunicación          C6. Da información                       14%        30%                   31,80%
Comunicación          C7. Pide información                      2%        11%                    0,31%
Evaluación            C8. Pide opinión                          1%         9%                    2,37%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,08%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,61%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,15%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_TP1_G03.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                    5,95%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    4,20%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   33,45%
Control               C4. Da sugerencia u orientación           4%        11%                    6,30%
Evaluación            C5. Da opiniones                         21%        40%                   12,08%
Comunicación          C6. Da información                       14%        30%                   33,63%
Comunicación          C7. Pide información                      2%        11%                    1,40%
Evaluación            C8. Pide opinión                          1%         9%                    1,93%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,00%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,70%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,35%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_TP1_G01.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   10,11%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    6,79%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   30,19%
Control               C4. Da sugerencia u orientación           4%        11%                    5,54%
Evaluación            C5. Da opiniones                         21%        40%                    9,42%
Comunicación          C6. Da información                       14%        30%                   32,41%
Comunicación          C7. Pide información                      2%        11%                    1,11%
Evaluación            C8. Pide opinión                          1%         9%                    3,19%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,00%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,69%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,55%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_TP1_G09.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                    9,19%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    4,28%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   33,19%
Control               C4. Da sugerencia u orientación           4%        11%                    3,76%
Evaluación            C5. Da opiniones                         21%        40%                   10,65%
Comunicación          C6. Da información                       14%        30%                   34,13%
Comunicación          C7. Pide información                      2%        11%                    1,15%
Evaluación            C8. Pide opinión                          1%         9%                    2,92%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,00%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,31%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,42%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: UgyOjIZ4bX29ymtAmUB4AaABAagBoeybAQ.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                  100,00%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    0,00%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                    0,00%
Control               C4. Da sugerencia u orientación           4%        11%                    0,00%
Evaluación            C5. Da opiniones                         21%        40%                    0,00%
Comunicación          C6. Da información                       14%        30%                    0,00%
Comunicación          C7. Pide información                      2%        11%                    0,00%
Evaluación            C8. Pide opinión                          1%         9%                    0,00%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,00%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,00%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,00%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_TP1_G06.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   10,66%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    5,21%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   35,70%
Control               C4. Da sugerencia u orientación           4%        11%                    3,97%
Evaluación            C5. Da opiniones                         21%        40%                    4,13%
Comunicación          C6. Da información                       14%        30%                   36,12%
Comunicación          C7. Pide información                      2%        11%                    0,83%
Evaluación            C8. Pide opinión                          1%         9%                    2,56%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,00%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,66%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,17%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_TP1_G13.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   11,86%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    3,95%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   26,88%
