Nombre del grupo: Ugxf5czF8iscF8Z49XV4AaABAQ.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Evaluación            C5. Da opiniones                         21%        40%                    4,10%
Comunicación          C6. Da información                       14%        30%                   36,43%
Comunicación          C7. Pide información                      2%        11%                    0,77%
Evaluación            C8. Pide opinión                          1%         9%                    0,70%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,13%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,45%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,26%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: UgxhdL4YzW8NF51WJ9R4AaABAQ.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   10,95%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    4,55%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   48,70%
Control               C4. Da sugerencia u orientación           4%        11%                    2,60%
Evaluación            C5. Da opiniones                         21%        40%                    3,53%
Comunicación          C6. Da información                       14%        30%                   26,81%
Comunicación          C7. Pide información                      2%        11%                    0,56%
Evaluación            C8. Pide opinión                          1%         9%                    1,39%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,00%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,56%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,37%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: UgwYm8np0IYVCmlxAzZ4AaABAQ.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                    9,21%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    6,27%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   43,73%
Control               C4. Da sugerencia u orientación           4%        11%                    2,56%
Evaluación            C5. Da opiniones                         21%        40%                    3,58%
Comunicación          C6. Da información                       14%        30%                   31,78%
Comunicación          C7. Pide información                      2%        11%                    0,58%
Evaluación            C8. Pide opinión                          1%         9%                    1,41%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,13%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,45%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,32%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: UgxgAoQi4Q07mEs8Glt4AaABAQ.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   10,61%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    4,90%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   55,51%
Control               C4. Da sugerencia u orientación           4%        11%                    1,22%
Evaluación            C5. Da opiniones                         21%        40%                    3,67%
Comunicación          C6. Da información                       14%        30%                   20,82%
Comunicación          C7. Pide información                      2%        11%                    0,41%
Evaluación            C8. Pide opinión                          1%         9%                    2,04%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,00%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,00%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,82%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: UgzJoT1nvt6Kf2WmgGR4AaABAQ.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   16,38%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    8,19%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   37,07%
Control               C4. Da sugerencia u orientación           4%        11%                    5,17%
Evaluación            C5. Da opiniones                         21%        40%                    4,31%
Comunicación          C6. Da información                       14%        30%                   25,86%
Comunicación          C7. Pide información                      2%        11%                    0,00%
Evaluación            C8. Pide opinión                          1%         9%                    1,72%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,00%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,43%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,86%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: UgxLZo3R4sb7_yPoLgN4AaABAQ.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                    7,14%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    1,25%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   38,13%
Control               C4. Da sugerencia u orientación           4%        11%                    4,25%
Evaluación            C5. Da opiniones                         21%        40%                    4,44%
Comunicación          C6. Da información                       14%        30%                   41,41%
Comunicación          C7. Pide información                      2%        11%                    0,87%
Evaluación            C8. Pide opinión                          1%         9%                    1,54%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,00%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,39%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,58%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: UgyB7nmlUpL4EYuweaN4AaABAQ.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   12,72%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    5,92%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   38,17%
Control               C4. Da sugerencia u orientación           4%        11%                    4,73%
Evaluación            C5. Da opiniones                         21%        40%                    2,37%
Comunicación          C6. Da información                       14%        30%                   29,29%
Comunicación          C7. Pide información                      2%        11%                    0,30%
Evaluación            C8. Pide opinión                          1%         9%                    3,25%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,00%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,89%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    2,37%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: UgxFV2IrboQOVn-oxAR4AaABAQ.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                    6,59%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    7,25%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   32,09%
Control               C4. Da sugerencia u orientación           4%        11%                    5,71%
Evaluación            C5. Da opiniones                         21%        40%                    7,69%
Comunicación          C6. Da información                       14%        30%                   34,51%
Comunicación          C7. Pide información                      2%        11%                    1,32%
Evaluación            C8. Pide opinión                          1%         9%                    2,42%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,22%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,88%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    1,32%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: Ugy_z1s7FT6jpD9zml14AaABAQ.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   10,77%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    9,81%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   26,73%
Control               C4. Da sugerencia u orientación           4%        11%                    4,04%
Evaluación            C5. Da opiniones                         21%        40%                    9,62%
Comunicación          C6. Da información                       14%        30%                   34,62%
Comunicación          C7. Pide información                      2%        11%                    0,77%
Evaluación            C8. Pide opinión                          1%         9%                    2,88%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,19%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,38%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,19%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: Ugxau1JWQOqNOGTrnhJ4AaABAQ.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   10,62%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    6,93%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   28,17%
Control               C4. Da sugerencia u orientación           4%        11%                    4,28%
Evaluación            C5. Da opiniones                         21%        40%                    3,98%
Comunicación          C6. Da información                       14%        30%                   42,77%
Comunicación          C7. Pide información                      2%        11%                    1,18%
Evaluación            C8. Pide opinión                          1%         9%                    1,47%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,29%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,29%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,00%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: UgzVuJC6TmQaPhFvyP54AaABAQ.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                    9,67%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    7,03%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   35,82%
Control               C4. Da sugerencia u orientación           4%        11%                    4,62%
Evaluación            C5. Da opiniones                         21%        40%                    7,03%
Comunicación          C6. Da información                       14%        30%                   30,55%
Comunicación          C7. Pide información                      2%        11%                    1,10%
Evaluación            C8. Pide opinión                          1%         9%                    3,08%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,22%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,44%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,44%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: UgzCc8W9DWId10bqsmp4AaABAQ.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                    7,46%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    3,33%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   24,29%
Control               C4. Da sugerencia u orientación           4%        11%                    5,71%
Evaluación            C5. Da opiniones                         21%        40%                    8,10%
Comunicación          C6. Da información                       14%        30%                   44,44%
Comunicación          C7. Pide información                      2%        11%                    1,43%
Evaluación            C8. Pide opinión                          1%         9%                    3,49%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,00%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,79%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,95%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: Ugw1n9sYMW09b-l0ea94AaABAagB1ICMBw.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                    0,00%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    0,00%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                  100,00%
Control               C4. Da sugerencia u orientación           4%        11%                    0,00%
Evaluación            C5. Da opiniones                         21%        40%                    0,00%
Comunicación          C6. Da información                       14%        30%                    0,00%
Comunicación          C7. Pide información                      2%        11%                    0,00%
Evaluación            C8. Pide opinión                          1%         9%                    0,00%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,00%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,00%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,00%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: Ugw2KidPqlUb1G-bbJV4AaABAQ.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   12,22%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    7,97%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   36,66%
Control               C4. Da sugerencia u orientación           4%        11%                    3,72%
Evaluación            C5. Da opiniones                         21%        40%                    5,42%
Comunicación          C6. Da información                       14%        30%                   30,18%
Comunicación          C7. Pide información                      2%        11%                    0,74%
Evaluación            C8. Pide opinión                          1%         9%                    1,91%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,11%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,85%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,21%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: UgxXQVvk_Rc8y_2XZOZ4AaABAQ.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   10,00%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    0,00%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   20,00%
Control               C4. Da sugerencia u orientación           4%        11%                    0,00%
Evaluación            C5. Da opiniones                         21%        40%                   10,00%
Comunicación          C6. Da información                       14%        30%                   50,00%
Comunicación          C7. Pide información                      2%        11%                    0,00%
Evaluación            C8. Pide opinión                          1%         9%                   10,00%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,00%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,00%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,00%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: UgxB3tjgy27bpjmbnkZ4AaABAQ.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   11,90%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    5,95%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   29,37%
Control               C4. Da sugerencia u orientación           4%        11%                    6,69%
Evaluación            C5. Da opiniones                         21%        40%                    7,06%
Comunicación          C6. Da información                       14%        30%                   30,48%
Comunicación          C7. Pide información                      2%        11%                    1,12%
Evaluación            C8. Pide opinión                          1%         9%                    7,06%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,00%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,37%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,00%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: Ugwlzw1UIL-T0j4g3qZ4AaABAQ.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                    7,38%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    4,85%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   32,14%
Control               C4. Da sugerencia u orientación           4%        11%                    4,08%
Evaluación            C5. Da opiniones                         21%        40%                    5,53%
Comunicación          C6. Da información                       14%        30%                   41,17%
Comunicación          C7. Pide información                      2%        11%                    1,07%
Evaluación            C8. Pide opinión                          1%         9%                    2,23%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,10%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,68%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,78%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: UgwXadoV1pbZzQTRJiJ4AaABAQ.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                    8,41%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    2,74%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   31,26%
Control               C4. Da sugerencia u orientación           4%        11%                    6,03%
Evaluación            C5. Da opiniones                         21%        40%                    5,12%
Comunicación          C6. Da información                       14%        30%                   41,68%
Comunicación          C7. Pide información                      2%        11%                    0,37%
Evaluación            C8. Pide opinión                          1%         9%                    1,28%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,18%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,73%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    2,19%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: Ugwzp0gtKIw2RuBfA7h4AaABAQ.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   10,19%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    5,12%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   35,37%
Control               C4. Da sugerencia u orientación           4%        11%                    3,03%
Evaluación            C5. Da opiniones                         21%        40%                    2,92%
Comunicación          C6. Da información                       14%        30%                   38,18%
Comunicación          C7. Pide información                      2%        11%                    2,26%
Evaluación            C8. Pide opinión                          1%         9%                    1,76%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,06%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,72%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,39%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: UgwaAV3TAHh3bAxuHxh4AaABAQ.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                    9,07%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    5,41%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   31,80%
Control               C4. Da sugerencia u orientación           4%        11%                    3,65%
Evaluación            C5. Da opiniones                         21%        40%                    4,47%
Comunicación          C6. Da información                       14%        30%                   40,46%
Comunicación          C7. Pide información                      2%        11%                    1,22%
Evaluación            C8. Pide opinión                          1%         9%                    2,03%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,41%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,68%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,81%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: UgyESnNGYDg3iJVkIyB4AaABAQ.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                    8,10%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    1,68%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   36,87%
Control               C4. Da sugerencia u orientación           4%        11%                    3,91%
Evaluación            C5. Da opiniones                         21%        40%                    4,47%
Comunicación          C6. Da información                       14%        30%                   39,66%
Comunicación          C7. Pide información                      2%        11%                    0,84%
Evaluación            C8. Pide opinión                          1%         9%                    3,07%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,28%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,56%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,56%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: UgyHnjDmMp2X_yLFn0t4AaABAQ.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                    9,51%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    8,01%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   31,63%
Control               C4. Da sugerencia u orientación           4%        11%                    3,80%
Evaluación            C5. Da opiniones                         21%        40%                    6,31%
Comunicación          C6. Da información                       14%        30%                   34,93%
Comunicación          C7. Pide información                      2%        11%                    2,20%
Evaluación            C8. Pide opinión                          1%         9%                    2,30%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,30%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,30%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,70%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: UgzFh4-tI52Khg-LtNJ4AaABAQ.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   14,23%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    2,31%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   27,98%
Control               C4. Da sugerencia u orientación           4%        11%                    4,93%
Evaluación            C5. Da opiniones                         21%        40%                    7,87%
Comunicación          C6. Da información                       14%        30%                   36,33%
Comunicación          C7. Pide información                      2%        11%                    3,26%
Evaluación            C8. Pide opinión                          1%         9%                    1,83%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,24%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,64%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,40%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: UgyNEO00uZO0LcuDC8d4AaABAQ.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                    8,54%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    3,13%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   31,63%
Control               C4. Da sugerencia u orientación           4%        11%                    4,34%
Evaluación            C5. Da opiniones                         21%        40%                    4,50%
Comunicación          C6. Da información                       14%        30%                   43,67%
Comunicación          C7. Pide información                      2%        11%                    0,99%
Evaluación            C8. Pide opinión                          1%         9%                    2,44%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,23%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,53%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,00%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: UgxHiTi0jl80ABME7PN4AaABAQ.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                    9,52%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    5,57%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   37,16%
Control               C4. Da sugerencia u orientación           4%        11%                    4,67%
Evaluación            C5. Da opiniones                         21%        40%                    6,10%
Comunicación          C6. Da información                       14%        30%                   31,96%
Comunicación          C7. Pide información                      2%        11%                    1,26%
Evaluación            C8. Pide opinión                          1%         9%                    1,97%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,72%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,90%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,18%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: UgxQbblBLDEB4Hg_4DB4AaABAQ.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                    9,33%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    5,01%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   35,66%
Control               C4. Da sugerencia u orientación           4%        11%                    4,10%
Evaluación            C5. Da opiniones                         21%        40%                    5,24%
Comunicación          C6. Da información                       14%        30%                   36,19%
Comunicación          C7. Pide información                      2%        11%                    1,14%
Evaluación            C8. Pide opinión                          1%         9%                    1,90%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,30%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,38%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,76%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: Ugzfzu5L_MbYiugmBoB4AaABAQ.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                    6,44%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    4,51%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   30,90%
Control               C4. Da sugerencia u orientación           4%        11%                    3,86%
Evaluación            C5. Da opiniones                         21%        40%                    9,23%
Comunicación          C6. Da información                       14%        30%                   40,56%
Comunicación          C7. Pide información                      2%        11%                    1,93%
Evaluación            C8. Pide opinión                          1%         9%                    1,93%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,21%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,21%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,21%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: UgxkCQcx0HUPb0ECuBh4AaABAQ.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   10,04%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    3,58%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   31,18%
Control               C4. Da sugerencia u orientación           4%        11%                    7,17%
Evaluación            C5. Da opiniones                         21%        40%                    6,81%
Comunicación          C6. Da información                       14%        30%                   35,48%
Comunicación          C7. Pide información                      2%        11%                    1,79%
Evaluación            C8. Pide opinión                          1%         9%                    3,58%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,00%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,36%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,00%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: UgzYm649TykzpGv40J94AaABAQ.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                    8,49%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                   10,06%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   29,87%
Control               C4. Da sugerencia u orientación           4%        11%                    6,92%
Evaluación            C5. Da opiniones                         21%        40%                    9,54%
Comunicación          C6. Da información                       14%        30%                   29,66%
Comunicación          C7. Pide información                      2%        11%                    1,68%
Evaluación            C8. Pide opinión                          1%         9%                    2,83%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,10%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,31%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,52%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: Ugx_KzKHrwLRa5AKzdV4AaABAQ.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                    8,08%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    1,53%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   24,93%
Control               C4. Da sugerencia u orientación           4%        11%                    6,55%
Evaluación            C5. Da opiniones                         21%        40%                    8,77%
Comunicación          C6. Da información                       14%        30%                   45,40%
Comunicación          C7. Pide información                      2%        11%                    1,25%
Evaluación            C8. Pide opinión                          1%         9%                    2,65%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,00%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,70%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,14%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: UgzEO6Ks_6yMhrZTykp4AaABAQ.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                    5,94%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    5,35%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   33,88%
Control               C4. Da sugerencia u orientación           4%        11%                    3,57%
Evaluación            C5. Da opiniones                         21%        40%                    4,16%
Comunicación          C6. Da información                       14%        30%                   44,43%
Comunicación          C7. Pide información                      2%        11%                    0,89%
Evaluación            C8. Pide opinión                          1%         9%                    1,19%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,00%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,45%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,15%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


